number,Single Thread,ThreadPoolExecutor,multiprocessing_Pool,multiprocessing_Process_Queue
434,0,0,0,0
696,0,0,0,0
891,0,0,0,0
455,0,0,0,0
478,0,0,0,0
425,0,0,0,0
791,0,0,0,0
122,0,0,0,0
716,0,0,0,0
840,0,0,0,0
933,0,0,0,1
3,1,1,1,0
913,0,0,0,0
450,0,0,0,0
276,0,0,0,0
22,0,0,0,0
552,0,0,0,0
38,0,0,0,0
244,0,0,0,0
606,0,0,0,0
574,0,0,0,0
952,0,0,0,0
725,0,0,0,0
723,0,0,0,0
651,0,0,0,0
841,0,0,0,0
733,1,1,1,0
284,0,0,0,1
157,1,1,1,1
143,0,0,0,0
261,0,0,0,1
811,1,1,1,0
21,0,0,0,0
986,0,0,0,0
584,0,0,0,0
496,0,0,0,0
893,0,0,0,0
391,0,0,0,0
293,1,1,1,1
73,1,1,1,1
91,0,0,0,0
929,1,1,1,1
976,0,0,0,1
398,0,0,0,0
829,1,1,1,0
811,1,1,1,1
883,1,1,1,1
727,1,1,1,1
790,0,0,0,0
56,0,0,0,0
264,0,0,0,0
756,0,0,0,0
622,0,0,0,0
874,0,0,0,0
740,0,0,0,0
783,0,0,0,0
176,0,0,0,0
125,0,0,0,0
49,0,0,0,0
302,0,0,0,0
152,0,0,0,0
724,0,0,0,0
839,1,1,1,1
547,1,1,1,1
380,0,0,0,0
939,0,0,0,0
52,0,0,0,0
88,0,0,0,0
572,0,0,0,0
590,0,0,0,0
669,0,0,0,0
323,0,0,0,0
115,0,0,0,0
638,0,0,0,0
932,0,0,0,0
981,0,0,0,0
613,1,1,1,1
949,0,0,0,1
751,1,1,1,0
301,0,0,0,0
284,0,0,0,0
709,1,1,1,1
36,0,0,0,0
529,0,0,0,0
427,0,0,0,0
956,0,0,0,0
763,0,0,0,0
246,0,0,0,0
189,0,0,0,0
18,0,0,0,0
517,0,0,0,0
759,0,0,0,0
826,0,0,0,0
1000,0,0,0,0
894,0,0,0,0
96,0,0,0,0
148,0,0,0,0
964,0,0,0,0
9,0,0,0,0
93,0,0,0,0
507,0,0,0,0
769,1,1,1,1
739,1,1,1,0
486,0,0,0,0
16,0,0,0,1
936,0,0,0,0
918,0,0,0,0
6,0,0,0,0
801,0,0,0,0
248,0,0,0,0
87,0,0,0,0
58,0,0,0,0
294,0,0,0,0
668,0,0,0,0
930,0,0,0,0
168,0,0,0,0
783,0,0,0,0
362,0,0,0,0
826,0,0,0,0
297,0,0,0,0
828,0,0,0,1
367,1,1,1,0
445,0,0,0,1
24,0,0,0,0
937,1,1,1,0
837,0,0,0,0
694,0,0,0,0
851,0,0,0,0
528,0,0,0,0
276,0,0,0,0
47,1,1,1,0
504,0,0,0,1
897,0,0,0,0
683,1,1,1,1
139,1,1,1,0
274,0,0,0,1
37,1,1,1,0
374,0,0,0,0
840,0,0,0,1
224,0,0,0,0
967,1,1,1,1
783,0,0,0,0
519,0,0,0,0
126,0,0,0,0
338,0,0,0,0
244,0,0,0,0
152,0,0,0,0
366,0,0,0,0
224,0,0,0,0
444,0,0,0,0
664,0,0,0,0
864,0,0,0,0
939,0,0,0,0
50,0,0,0,0
938,0,0,0,0
586,0,0,0,0
988,0,0,0,0
297,0,0,0,0
26,0,0,0,1
412,0,0,0,0
305,0,0,0,0
673,1,1,1,0
116,0,0,0,0
179,1,1,1,1
202,0,0,0,0
147,0,0,0,0
188,0,0,0,0
895,0,0,0,0
4,0,0,0,0
810,0,0,0,0
549,0,0,0,0
223,1,1,1,0
829,1,1,1,1
14,0,0,0,1
673,1,1,1,0
921,0,0,0,0
542,0,0,0,1
377,0,0,0,0
983,1,1,1,0
833,0,0,0,1
877,1,1,1,1
713,0,0,0,0
94,0,0,0,0
76,0,0,0,0
576,0,0,0,0
832,0,0,0,1
673,1,1,1,0
203,0,0,0,0
46,0,0,0,0
76,0,0,0,0
460,0,0,0,0
138,0,0,0,0
782,0,0,0,0
951,0,0,0,0
508,0,0,0,0
775,0,0,0,0
507,0,0,0,0
615,0,0,0,0
348,0,0,0,0
196,0,0,0,0
143,0,0,0,0
806,0,0,0,0
922,0,0,0,0
110,0,0,0,0
376,0,0,0,0
253,0,0,0,0
567,0,0,0,0
561,0,0,0,0
573,0,0,0,0
332,0,0,0,1
661,1,1,1,0
851,0,0,0,0
956,0,0,0,0
794,0,0,0,0
157,1,1,1,0
375,0,0,0,1
632,0,0,0,0
420,0,0,0,0
54,0,0,0,0
749,0,0,0,0
718,0,0,0,0
404,0,0,0,1
653,1,1,1,1
83,1,1,1,1
653,1,1,1,0
733,1,1,1,1
701,1,1,1,0
549,0,0,0,1
628,0,0,0,0
685,0,0,0,0
898,0,0,0,0
285,0,0,0,0
14,0,0,0,0
729,0,0,0,1
457,1,1,1,0
112,0,0,0,0
921,0,0,0,0
553,0,0,0,0
969,0,0,0,0
446,0,0,0,0
609,0,0,0,0
934,0,0,0,0
238,0,0,0,0
191,1,1,1,1
697,0,0,0,0
47,1,1,1,0
865,0,0,0,0
250,0,0,0,0
696,0,0,0,1
878,0,0,0,0
717,0,0,0,0
985,0,0,0,0
794,0,0,0,0
154,0,0,0,0
754,0,0,0,1
540,0,0,0,0
431,1,1,1,0
449,1,1,1,0
735,0,0,0,0
241,1,1,1,1
275,0,0,0,1
284,0,0,0,0
879,0,0,0,0
502,0,0,0,0
697,0,0,0,0
512,0,0,0,0
329,0,0,0,0
14,0,0,0,0
576,0,0,0,0
685,0,0,0,0
755,0,0,0,0
438,0,0,0,0
510,0,0,0,0
918,0,0,0,0
450,0,0,0,0
666,0,0,0,0
360,0,0,0,0
905,0,0,0,0
928,0,0,0,0
409,1,1,1,1
462,0,0,0,0
738,0,0,0,0
774,0,0,0,0
641,1,1,1,1
219,0,0,0,0
186,0,0,0,0
20,0,0,0,0
993,0,0,0,0
835,0,0,0,0
185,0,0,0,0
114,0,0,0,0
836,0,0,0,0
168,0,0,0,0
677,1,1,1,0
284,0,0,0,0
911,1,1,1,1
485,0,0,0,1
183,0,0,0,0
591,0,0,0,0
302,0,0,0,0
369,0,0,0,0
56,0,0,0,0
855,0,0,0,1
783,0,0,0,0
941,1,1,1,0
6,0,0,0,1
499,1,1,1,1
432,0,0,0,0
75,0,0,0,0
163,1,1,1,0
196,0,0,0,0
779,0,0,0,0
669,0,0,0,1
173,1,1,1,0
466,0,0,0,0
335,0,0,0,0
160,0,0,0,0
969,0,0,0,0
930,0,0,0,0
22,0,0,0,0
543,0,0,0,0
142,0,0,0,0
877,1,1,1,1
641,1,1,1,1
712,0,0,0,0
278,0,0,0,0
740,0,0,0,0
264,0,0,0,0
358,0,0,0,0
660,0,0,0,0
136,0,0,0,0
675,0,0,0,0
392,0,0,0,0
822,0,0,0,0
94,0,0,0,0
480,0,0,0,0
22,0,0,0,0
204,0,0,0,0
919,1,1,1,0
180,0,0,0,0
168,0,0,0,1
958,0,0,0,0
147,0,0,0,0
639,0,0,0,0
676,0,0,0,0
548,0,0,0,0
836,0,0,0,0
837,0,0,0,0
320,0,0,0,0
990,0,0,0,0
496,0,0,0,0
754,0,0,0,0
848,0,0,0,0
302,0,0,0,0
30,0,0,0,0
30,0,0,0,0
176,0,0,0,0
354,0,0,0,0
190,0,0,0,0
656,0,0,0,0
71,1,1,1,0
236,0,0,0,1
310,0,0,0,0
810,0,0,0,0
390,0,0,0,0
946,0,0,0,0
256,0,0,0,0
464,0,0,0,0
783,0,0,0,0
237,0,0,0,0
76,0,0,0,0
944,0,0,0,0
539,0,0,0,0
237,0,0,0,0
717,0,0,0,0
123,0,0,0,0
840,0,0,0,0
908,0,0,0,0
532,0,0,0,0
597,0,0,0,0
403,0,0,0,0
493,0,0,0,0
471,0,0,0,0
739,1,1,1,1
900,0,0,0,0
226,0,0,0,0
750,0,0,0,0
282,0,0,0,0
225,0,0,0,1
485,0,0,0,0
557,1,1,1,1
715,0,0,0,0
882,0,0,0,0
503,1,1,1,0
316,0,0,0,0
445,0,0,0,0
125,0,0,0,0
742,0,0,0,0
334,0,0,0,0
764,0,0,0,0
726,0,0,0,0
46,0,0,0,0
468,0,0,0,0
68,0,0,0,0
358,0,0,0,0
999,0,0,0,0
408,0,0,0,0
777,0,0,0,0
555,0,0,0,0
932,0,0,0,0
337,1,1,1,0
329,0,0,0,0
594,0,0,0,0
889,0,0,0,1
818,0,0,0,0
887,1,1,1,1
952,0,0,0,0
258,0,0,0,0
371,0,0,0,0
296,0,0,0,0
379,1,1,1,0
406,0,0,0,1
373,1,1,1,0
941,1,1,1,1
988,0,0,0,0
112,0,0,0,1
495,0,0,0,0
992,0,0,0,0
20,0,0,0,0
652,0,0,0,0
683,1,1,1,1
696,0,0,0,0
758,0,0,0,0
801,0,0,0,0
695,0,0,0,0
245,0,0,0,0
831,0,0,0,0
889,0,0,0,0
305,0,0,0,1
911,1,1,1,1
901,0,0,0,0
373,1,1,1,0
1000,0,0,0,0
935,0,0,0,0
499,1,1,1,1
587,1,1,1,1
710,0,0,0,0
789,0,0,0,0
68,0,0,0,0
286,0,0,0,0
340,0,0,0,1
883,1,1,1,0
371,0,0,0,1
137,1,1,1,0
776,0,0,0,0
857,1,1,1,1
278,0,0,0,0
422,0,0,0,0
11,1,1,1,0
177,0,0,0,0
219,0,0,0,1
736,0,0,0,1
281,1,1,1,1
304,0,0,0,0
441,0,0,0,0
367,1,1,1,0
797,1,1,1,1
233,1,1,1,1
562,0,0,0,1
947,1,1,1,0
57,0,0,0,1
345,0,0,0,0
881,1,1,1,0
416,0,0,0,0
274,0,0,0,0
169,0,0,0,0
72,0,0,0,0
158,0,0,0,0
568,0,0,0,0
909,0,0,0,0
358,0,0,0,0
348,0,0,0,0
217,0,0,0,1
99,0,0,0,0
367,1,1,1,0
481,0,0,0,0
818,0,0,0,1
992,0,0,0,0
889,0,0,0,0
79,1,1,1,0
993,0,0,0,0
430,0,0,0,0
365,0,0,0,0
931,0,0,0,0
877,1,1,1,0
722,0,0,0,0
411,0,0,0,1
401,1,1,1,1
587,1,1,1,1
838,0,0,0,0
621,0,0,0,0
149,1,1,1,1
943,0,0,0,0
571,1,1,1,0
682,0,0,0,1
722,0,0,0,0
938,0,0,0,0
861,0,0,0,0
135,0,0,0,0
509,1,1,1,0
939,0,0,0,0
50,0,0,0,0
203,0,0,0,0
473,0,0,0,1
426,0,0,0,0
356,0,0,0,0
553,0,0,0,0
393,0,0,0,0
482,0,0,0,0
639,0,0,0,0
722,0,0,0,0
154,0,0,0,0
210,0,0,0,0
334,0,0,0,0
454,0,0,0,0
813,0,0,0,0
825,0,0,0,0
932,0,0,0,0
765,0,0,0,0
519,0,0,0,0
220,0,0,0,0
959,0,0,0,0
134,0,0,0,0
128,0,0,0,0
15,0,0,0,0
390,0,0,0,0
304,0,0,0,0
165,0,0,0,0
131,1,1,1,1
155,0,0,0,0
17,1,1,1,0
94,0,0,0,1
900,0,0,0,0
384,0,0,0,0
930,0,0,0,0
555,0,0,0,0
851,0,0,0,0
894,0,0,0,0
67,1,1,1,1
916,0,0,0,0
50,0,0,0,0
689,0,0,0,0
79,1,1,1,0
324,0,0,0,1
505,0,0,0,1
87,0,0,0,0
487,1,1,1,0
632,0,0,0,0
632,0,0,0,0
880,0,0,0,0
164,0,0,0,0
608,0,0,0,0
618,0,0,0,0
160,0,0,0,0
486,0,0,0,0
178,0,0,0,0
937,1,1,1,0
547,1,1,1,1
923,0,0,0,1
954,0,0,0,1
487,1,1,1,1
124,0,0,0,0
964,0,0,0,0
17,1,1,1,0
522,0,0,0,0
249,0,0,0,0
685,0,0,0,0
970,0,0,0,1
970,0,0,0,0
497,0,0,0,0
269,1,1,1,0
678,0,0,0,0
706,0,0,0,0
771,0,0,0,0
498,0,0,0,0
286,0,0,0,0
366,0,0,0,0
141,0,0,0,0
273,0,0,0,0
870,0,0,0,0
93,0,0,0,0
380,0,0,0,0
627,0,0,0,0
416,0,0,0,0
549,0,0,0,0
480,0,0,0,0
38,0,0,0,0
32,0,0,0,0
396,0,0,0,0
534,0,0,0,0
900,0,0,0,0
133,0,0,0,0
243,0,0,0,0
462,0,0,0,0
382,0,0,0,0
495,0,0,0,0
493,0,0,0,0
692,0,0,0,0
976,0,0,0,0
807,0,0,0,0
216,0,0,0,0
722,0,0,0,0
436,0,0,0,0
914,0,0,0,1
786,0,0,0,0
908,0,0,0,0
709,1,1,1,0
812,0,0,0,0
412,0,0,0,0
8,0,0,0,0
438,0,0,0,0
88,0,0,0,0
643,1,1,1,1
512,0,0,0,0
435,0,0,0,0
161,0,0,0,0
325,0,0,0,0
130,0,0,0,0
803,0,0,0,0
720,0,0,0,0
714,0,0,0,0
816,0,0,0,0
457,1,1,1,1
477,0,0,0,0
667,0,0,0,0
720,0,0,0,0
569,1,1,1,0
912,0,0,0,0
563,1,1,1,1
861,0,0,0,0
901,0,0,0,1
384,0,0,0,1
277,1,1,1,0
781,0,0,0,0
481,0,0,0,0
810,0,0,0,0
354,0,0,0,0
155,0,0,0,1
991,1,1,1,0
919,1,1,1,0
489,0,0,0,1
376,0,0,0,0
371,0,0,0,0
627,0,0,0,0
710,0,0,0,0
837,0,0,0,0
289,0,0,0,0
412,0,0,0,0
760,0,0,0,0
876,0,0,0,0
580,0,0,0,0
795,0,0,0,0
297,0,0,0,0
168,0,0,0,0
621,0,0,0,0
356,0,0,0,0
785,0,0,0,1
293,1,1,1,1
383,1,1,1,0
797,1,1,1,1
144,0,0,0,0
750,0,0,0,0
730,0,0,0,0
382,0,0,0,0
847,0,0,0,0
45,0,0,0,0
142,0,0,0,0
164,0,0,0,0
225,0,0,0,1
244,0,0,0,0
515,0,0,0,0
619,1,1,1,0
667,0,0,0,0
855,0,0,0,0
438,0,0,0,0
535,0,0,0,0
65,0,0,0,0
50,0,0,0,0
869,0,0,0,0
357,0,0,0,0
595,0,0,0,0
742,0,0,0,0
139,1,1,1,0
940,0,0,0,1
386,0,0,0,0
594,0,0,0,0
270,0,0,0,0
915,0,0,0,0
553,0,0,0,0
125,0,0,0,0
576,0,0,0,0
912,0,0,0,0
129,0,0,0,0
94,0,0,0,0
190,0,0,0,0
329,0,0,0,0
58,0,0,0,0
838,0,0,0,0
18,0,0,0,0
692,0,0,0,1
736,0,0,0,0
121,0,0,0,0
479,1,1,1,0
781,0,0,0,0
568,0,0,0,0
66,0,0,0,0
666,0,0,0,0
923,0,0,0,0
466,0,0,0,0
115,0,0,0,0
548,0,0,0,0
621,0,0,0,0
960,0,0,0,0
405,0,0,0,0
210,0,0,0,0
899,0,0,0,1
947,1,1,1,0
526,0,0,0,0
195,0,0,0,0
455,0,0,0,0
97,1,1,1,1
678,0,0,0,0
392,0,0,0,0
270,0,0,0,0
474,0,0,0,0
609,0,0,0,0
942,0,0,0,0
731,0,0,0,0
201,0,0,0,0
621,0,0,0,0
292,0,0,0,0
253,0,0,0,0
799,0,0,0,0
816,0,0,0,0
585,0,0,0,0
224,0,0,0,1
543,0,0,0,0
252,0,0,0,0
929,1,1,1,0
153,0,0,0,0
338,0,0,0,0
933,0,0,0,0
688,0,0,0,0
586,0,0,0,0
926,0,0,0,0
753,0,0,0,0
457,1,1,1,1
352,0,0,0,1
751,1,1,1,1
375,0,0,0,0
61,1,1,1,0
444,0,0,0,1
719,1,1,1,0
849,0,0,0,0
74,0,0,0,0
817,0,0,0,0
165,0,0,0,0
527,0,0,0,0
82,0,0,0,1
586,0,0,0,0
601,1,1,1,0
858,0,0,0,0
525,0,0,0,0
653,1,1,1,0
750,0,0,0,0
756,0,0,0,0
679,0,0,0,1
324,0,0,0,0
180,0,0,0,0
831,0,0,0,0
374,0,0,0,0
313,1,1,1,0
792,0,0,0,0
851,0,0,0,0
85,0,0,0,1
45,0,0,0,0
206,0,0,0,0
524,0,0,0,0
585,0,0,0,0
90,0,0,0,0
351,0,0,0,0
851,0,0,0,0
514,0,0,0,0
407,0,0,0,0
654,0,0,0,0
350,0,0,0,0
519,0,0,0,0
260,0,0,0,0
635,0,0,0,0
640,0,0,0,0
433,1,1,1,1
322,0,0,0,0
228,0,0,0,0
608,0,0,0,0
533,0,0,0,0
110,0,0,0,0
98,0,0,0,0
738,0,0,0,0
657,0,0,0,0
118,0,0,0,0
252,0,0,0,0
103,1,1,1,1
88,0,0,0,0
525,0,0,0,0
571,1,1,1,1
607,1,1,1,1
80,0,0,0,1
976,0,0,0,0
613,1,1,1,0
555,0,0,0,0
946,0,0,0,0
236,0,0,0,0
214,0,0,0,1
625,0,0,0,0
14,0,0,0,0
421,1,1,1,0
836,0,0,0,0
422,0,0,0,0
588,0,0,0,0
186,0,0,0,0
604,0,0,0,0
221,0,0,0,0
221,0,0,0,0
287,0,0,0,0
129,0,0,0,0
496,0,0,0,0
51,0,0,0,0
595,0,0,0,0
325,0,0,0,0
313,1,1,1,1
220,0,0,0,0
695,0,0,0,0
1,0,0,0,0
61,1,1,1,1
665,0,0,0,0
73,1,1,1,0
341,0,0,0,0
435,0,0,0,0
638,0,0,0,0
767,0,0,0,1
929,1,1,1,1
403,0,0,0,0
557,1,1,1,0
615,0,0,0,0
278,0,0,0,1
994,0,0,0,0
766,0,0,0,0
212,0,0,0,0
150,0,0,0,0
437,0,0,0,0
655,0,0,0,0
398,0,0,0,0
406,0,0,0,0
812,0,0,0,0
596,0,0,0,0
658,0,0,0,0
766,0,0,0,0
70,0,0,0,0
985,0,0,0,0
580,0,0,0,0
998,0,0,0,0
257,1,1,1,1
130,0,0,0,0
340,0,0,0,0
655,0,0,0,0
934,0,0,0,0
104,0,0,0,1
816,0,0,0,1
157,1,1,1,0
362,0,0,0,0
59,1,1,1,1
509,1,1,1,0
839,1,1,1,0
573,0,0,0,0
863,1,1,1,1
520,0,0,0,1
500,0,0,0,0
549,0,0,0,0
320,0,0,0,0
205,0,0,0,0
786,0,0,0,0
446,0,0,0,0
104,0,0,0,0
308,0,0,0,0
182,0,0,0,0
308,0,0,0,0
460,0,0,0,0
737,0,0,0,0
379,1,1,1,1
677,1,1,1,1
285,0,0,0,0
140,0,0,0,1
918,0,0,0,0
271,1,1,1,1
881,1,1,1,0
843,0,0,0,0
771,0,0,0,0
991,1,1,1,1
8,0,0,0,0
8,0,0,0,0
703,0,0,0,0
88,0,0,0,0
514,0,0,0,0
569,1,1,1,0
185,0,0,0,0
521,1,1,1,1
805,0,0,0,1
61,1,1,1,1
557,1,1,1,0
179,1,1,1,1
358,0,0,0,0
721,0,0,0,1
221,0,0,0,0
553,0,0,0,0
969,0,0,0,0
375,0,0,0,0
972,0,0,0,0
110,0,0,0,0
102,0,0,0,0
837,0,0,0,0
246,0,0,0,0
940,0,0,0,0
690,0,0,0,0
714,0,0,0,0
428,0,0,0,0
416,0,0,0,0
314,0,0,0,0
525,0,0,0,0
170,0,0,0,0
643,1,1,1,1
484,0,0,0,0
888,0,0,0,0
93,0,0,0,0
272,0,0,0,0
947,1,1,1,1
894,0,0,0,0
550,0,0,0,0
762,0,0,0,0
681,0,0,0,0
120,0,0,0,1
935,0,0,0,0
910,0,0,0,0
757,1,1,1,0
190,0,0,0,0
408,0,0,0,1
416,0,0,0,0
1,0,0,0,0
877,1,1,1,0
147,0,0,0,0
787,1,1,1,1
441,0,0,0,0
77,0,0,0,0
200,0,0,0,0
853,1,1,1,1
530,0,0,0,0
866,0,0,0,0
473,0,0,0,0
71,1,1,1,1
3,1,1,1,1
169,0,0,0,0
873,0,0,0,0
678,0,0,0,0
269,1,1,1,0
202,0,0,0,0
538,0,0,0,1
732,0,0,0,0
570,0,0,0,0
830,0,0,0,0
638,0,0,0,1
800,0,0,0,0
819,0,0,0,0
194,0,0,0,0
349,1,1,1,0
808,0,0,0,0
537,0,0,0,1
64,0,0,0,0
883,1,1,1,0
948,0,0,0,0
108,0,0,0,0
303,0,0,0,0
475,0,0,0,0
970,0,0,0,0
878,0,0,0,0
923,0,0,0,0
984,0,0,0,0
566,0,0,0,0
768,0,0,0,0
385,0,0,0,0
14,0,0,0,0
190,0,0,0,0
104,0,0,0,0
981,0,0,0,0
98,0,0,0,0
653,1,1,1,1
104,0,0,0,0
17,1,1,1,0
890,0,0,0,1
20,0,0,0,0
161,0,0,0,0
497,0,0,0,0
340,0,0,0,0
172,0,0,0,0
371,0,0,0,0
101,1,1,1,0
98,0,0,0,0
444,0,0,0,0
65,0,0,0,0
53,1,1,1,1
802,0,0,0,1
591,0,0,0,0
965,0,0,0,0
989,0,0,0,0
624,0,0,0,0
350,0,0,0,0
288,0,0,0,1
375,0,0,0,0
811,1,1,1,1
654,0,0,0,0
825,0,0,0,0
711,0,0,0,0
347,1,1,1,0
79,1,1,1,1
920,0,0,0,0
243,0,0,0,0
617,1,1,1,0
424,0,0,0,1
837,0,0,0,0
862,0,0,0,0
539,0,0,0,0
164,0,0,0,0
770,0,0,0,0
848,0,0,0,0
585,0,0,0,0
350,0,0,0,0
622,0,0,0,0
454,0,0,0,0
577,1,1,1,0
182,0,0,0,1
398,0,0,0,0
141,0,0,0,0
444,0,0,0,0
263,1,1,1,1
66,0,0,0,0
330,0,0,0,0
171,0,0,0,0
772,0,0,0,0
369,0,0,0,0
96,0,0,0,1
283,1,1,1,0
398,0,0,0,1
211,1,1,1,0
992,0,0,0,0
135,0,0,0,0
938,0,0,0,0
474,0,0,0,0
768,0,0,0,0
672,0,0,0,0
618,0,0,0,0
924,0,0,0,1
70,0,0,0,0
278,0,0,0,0
593,1,1,1,0
76,0,0,0,0
870,0,0,0,0
995,0,0,0,1
921,0,0,0,0
879,0,0,0,0
189,0,0,0,0
317,1,1,1,0
977,1,1,1,1
416,0,0,0,0
836,0,0,0,0
684,0,0,0,0
328,0,0,0,0
737,0,0,0,0
446,0,0,0,0
243,0,0,0,0
156,0,0,0,0
361,0,0,0,0
12,0,0,0,0
843,0,0,0,0
929,1,1,1,1
641,1,1,1,0
949,0,0,0,1
753,0,0,0,1
350,0,0,0,0
709,1,1,1,0
385,0,0,0,0
689,0,0,0,0
49,0,0,0,0
522,0,0,0,0
442,0,0,0,0
190,0,0,0,0
968,0,0,0,0
796,0,0,0,0
570,0,0,0,0
251,1,1,1,0
531,0,0,0,1
639,0,0,0,0
410,0,0,0,0
927,0,0,0,0
15,0,0,0,0
916,0,0,0,0
32,0,0,0,0
119,0,0,0,0
656,0,0,0,0
408,0,0,0,0
968,0,0,0,0
34,0,0,0,0
899,0,0,0,0
807,0,0,0,0
497,0,0,0,0
915,0,0,0,0
650,0,0,0,0
116,0,0,0,0
641,1,1,1,0
758,0,0,0,1
262,0,0,0,0
945,0,0,0,0
360,0,0,0,0
976,0,0,0,0
447,0,0,0,0
993,0,0,0,0
934,0,0,0,0
770,0,0,0,0
143,0,0,0,0
68,0,0,0,0
706,0,0,0,0
980,0,0,0,0
837,0,0,0,0
617,1,1,1,0
666,0,0,0,0
881,1,1,1,1
288,0,0,0,1
426,0,0,0,0
637,0,0,0,0
675,0,0,0,1
743,1,1,1,1
464,0,0,0,0
276,0,0,0,0
769,1,1,1,0
767,0,0,0,0
56,0,0,0,0
528,0,0,0,0
152,0,0,0,0
567,0,0,0,0
184,0,0,0,0
323,0,0,0,0
843,0,0,0,0
420,0,0,0,0
390,0,0,0,0
125,0,0,0,0
772,0,0,0,0
118,0,0,0,0
782,0,0,0,0
472,0,0,0,1
852,0,0,0,0
750,0,0,0,0
541,1,1,1,0
327,0,0,0,0
804,0,0,0,1
454,0,0,0,0
818,0,0,0,0
445,0,0,0,0
257,1,1,1,0
515,0,0,0,0
143,0,0,0,0
705,0,0,0,0
871,0,0,0,0
971,1,1,1,1
988,0,0,0,1
424,0,0,0,0
113,1,1,1,0
526,0,0,0,0
641,1,1,1,1
912,0,0,0,0
75,0,0,0,0
640,0,0,0,0
33,0,0,0,1
593,1,1,1,0
37,1,1,1,0
361,0,0,0,0
152,0,0,0,1
843,0,0,0,1
449,1,1,1,1
931,0,0,0,0
171,0,0,0,0
781,0,0,0,0
941,1,1,1,0
485,0,0,0,0
988,0,0,0,1
575,0,0,0,0
83,1,1,1,0
707,0,0,0,0
699,0,0,0,0
256,0,0,0,0
657,0,0,0,0
484,0,0,0,0
426,0,0,0,0
921,0,0,0,0
989,0,0,0,0
606,0,0,0,0
132,0,0,0,0
808,0,0,0,0
723,0,0,0,0
575,0,0,0,1
773,1,1,1,1
923,0,0,0,0
179,1,1,1,0
131,1,1,1,1
555,0,0,0,0
641,1,1,1,0
621,0,0,0,1
844,0,0,0,0
209,0,0,0,0
800,0,0,0,0
817,0,0,0,0
28,0,0,0,0
217,0,0,0,0
265,0,0,0,0
806,0,0,0,0
95,0,0,0,0
246,0,0,0,0
770,0,0,0,0
123,0,0,0,0
689,0,0,0,0
33,0,0,0,0
627,0,0,0,0
194,0,0,0,0
22,0,0,0,0
455,0,0,0,0
251,1,1,1,0
385,0,0,0,0
558,0,0,0,0
675,0,0,0,0
417,0,0,0,1
527,0,0,0,0
815,0,0,0,0
611,0,0,0,0
913,0,0,0,1
381,0,0,0,0
157,1,1,1,0
914,0,0,0,0
162,0,0,0,0
450,0,0,0,0
677,1,1,1,1
861,0,0,0,0
590,0,0,0,0
608,0,0,0,0
803,0,0,0,0
481,0,0,0,0
978,0,0,0,0
385,0,0,0,0
562,0,0,0,0
192,0,0,0,0
32,0,0,0,0
805,0,0,0,0
258,0,0,0,0
416,0,0,0,0
420,0,0,0,0
150,0,0,0,0
455,0,0,0,1
252,0,0,0,0
952,0,0,0,1
193,1,1,1,0
587,1,1,1,0
752,0,0,0,0
647,1,1,1,0
699,0,0,0,0
558,0,0,0,0
709,1,1,1,1
107,1,1,1,1
671,0,0,0,1
839,1,1,1,0
843,0,0,0,1
234,0,0,0,1
792,0,0,0,0
367,1,1,1,0
980,0,0,0,0
203,0,0,0,0
66,0,0,0,0
955,0,0,0,0
27,0,0,0,0
606,0,0,0,0
382,0,0,0,0
521,1,1,1,0
291,0,0,0,1
990,0,0,0,0
358,0,0,0,0
21,0,0,0,0
98,0,0,0,0
863,1,1,1,0
240,0,0,0,0
809,1,1,1,1
509,1,1,1,1
767,0,0,0,1
309,0,0,0,0
427,0,0,0,0
202,0,0,0,0
729,0,0,0,0
494,0,0,0,0
296,0,0,0,0
886,0,0,0,0
376,0,0,0,0
572,0,0,0,0
649,0,0,0,0
686,0,0,0,0
77,0,0,0,0
276,0,0,0,0
191,1,1,1,0
632,0,0,0,1
273,0,0,0,0
635,0,0,0,0
640,0,0,0,1
557,1,1,1,0
953,1,1,1,0
799,0,0,0,0
624,0,0,0,0
951,0,0,0,0
255,0,0,0,1
483,0,0,0,1
913,0,0,0,0
972,0,0,0,0
69,0,0,0,0
23,1,1,1,0
46,0,0,0,1
197,1,1,1,0
636,0,0,0,0
622,0,0,0,0
181,1,1,1,1
596,0,0,0,0
797,1,1,1,0
891,0,0,0,0
977,1,1,1,1
131,1,1,1,1
454,0,0,0,0
987,0,0,0,1
295,0,0,0,0
302,0,0,0,0
563,1,1,1,0
891,0,0,0,1
890,0,0,0,0
734,0,0,0,0
43,1,1,1,1
356,0,0,0,1
790,0,0,0,0
815,0,0,0,0
837,0,0,0,0
67,1,1,1,1
394,0,0,0,0
151,1,1,1,0
815,0,0,0,0
949,0,0,0,1
935,0,0,0,0
382,0,0,0,0
937,1,1,1,0
541,1,1,1,0
392,0,0,0,1
154,0,0,0,0
482,0,0,0,0
502,0,0,0,0
98,0,0,0,0
374,0,0,0,0
333,0,0,0,0
384,0,0,0,0
122,0,0,0,0
801,0,0,0,0
121,0,0,0,0
229,1,1,1,0
786,0,0,0,1
479,1,1,1,0
969,0,0,0,0
764,0,0,0,0
284,0,0,0,1
812,0,0,0,1
197,1,1,1,0
659,1,1,1,0
51,0,0,0,0
687,0,0,0,0
948,0,0,0,1
972,0,0,0,1
205,0,0,0,0
265,0,0,0,0
416,0,0,0,1
13,1,1,1,0
